CompanyName,Industry,Region,Year,Revenue,ProfitMargin,MarketCap,ESG_Overall,ESG_Environmental,ESG_Social,ESG_Governance,CarbonEmissions,WaterUsage,EnergyConsumption,,Growth rate
Company_115,Consumer Goods,Europe,2021,348.8,14.1,956.6,60.2,40.4,66.5,73.6,64006.3,80007.8,320031.3,,-1.1
Company_115,Consumer Goods,Europe,2022,350.6,16.3,944.9,60.5,44.3,65.2,72,62402.8,78003.5,312014.1,,0.5
Company_115,Consumer Goods,Europe,2023,366,14,526.4,63.3,46.9,67.7,75.3,63794.5,79743.1,318972.5,,4.4
Company_115,Consumer Goods,Europe,2024,385.2,9,839.8,66,51.3,70.3,76.5,64769.1,80961.3,323845.4,,5.3
Company_115,Consumer Goods,Europe,2025,337,7.6,393.2,66.3,54.5,69,75.3,55167.8,68959.7,275838.9,,-12.5
Company_116,Retail,Asia,2015,489,6.2,632.3,37.5,45.8,24.5,42.4,42995.3,21497.7,85990.7,,4.33
Company_116,Retail,Asia,2016,521.6,8.1,758,37.4,46,23.2,43.1,45812.3,22906.2,91624.6,,6.7
Company_116,Retail,Asia,2017,517.7,6.9,721.7,38.7,49.3,23.6,43.3,44265.9,22132.9,88531.8,,-0.8
Company_116,Retail,Asia,2018,457.7,6.1,595.1,41.5,49.7,29.9,44.9,39013.3,19506.6,78026.5,,-11.6
Company_116,Retail,Asia,2019,400.9,2.6,120.3,42.6,49.2,34.1,44.4,34297.2,17148.6,68594.4,,-12.4
Company_116,Retail,Asia,2020,402.1,3.4,311.7,43.5,47.9,38.1,44.5,34774.3,17387.2,69548.6,,0.3
Company_116,Retail,Asia,2021,414.5,4.7,269.1,45.9,48.2,40.9,48.5,35746,17873,71492.1,,3.1
Company_116,Retail,Asia,2022,330.6,2.7,170.4,47.6,48.3,42.9,51.5,28483.6,14241.8,56967.1,,-20.2
Company_116,Retail,Asia,2023,338.5,1.4,65.2,48,50.4,41.5,51.9,28671.7,14335.8,57343.3,,2.4
Company_116,Retail,Asia,2024,358.9,-1.4,978.2,49.9,52,43.2,54.5,29995.2,14997.6,59990.4,,6
Company_116,Retail,Asia,2025,386.8,-1.2,1054.6,50.1,51.3,42.7,56.2,32515,16257.5,65030.1,,7.8
Company_117,Retail,Asia,2015,1151.7,9,1493.5,65,34.8,83.4,76.8,110121,55060.5,220242.1,,4.33
Company_117,Retail,Asia,2016,1158,10,1605.4,66.5,32.5,87.5,79.4,112594.6,56297.3,225189.2,,0.6
Company_117,Retail,Asia,2017,1232.5,9.8,1648,67.2,33.5,88.2,79.8,118985.7,59492.8,237971.4,,6.4
Company_117,Retail,Asia,2018,1249.4,11.4,3353.7,66.8,35.2,85.4,79.7,119167.8,59583.9,238335.5,,1.4
Company_117,Retail,Asia,2019,1209.6,12.1,2331.5,68.6,38.2,86.8,80.8,112842.6,56421.3,225685.2,,-3.2
Company_117,Retail,Asia,2020,1249.7,13.1,2064.8,68.1,37.8,88.1,78.5,116934.7,58467.4,233869.4,,3.3
Company_117,Retail,Asia,2021,1159.3,12.6,3001.3,69.3,40.2,90.3,77.4,106479,53239.5,212958,,-7.2
Company_117,Retail,Asia,2022,1072.8,13.4,2302.3,70.7,42.4,91.4,78.3,96889.4,48444.7,193778.8,,-7.5
Company_117,Retail,Asia,2023,1046.3,14.6,1685.4,70.7,42.1,90,79.8,94691,47345.5,189382,,-2.5
Company_117,Retail,Asia,2024,1175.8,15.1,3778.3,72.6,43.4,93.8,80.8,105392.3,52696.2,210784.6,,12.4
Company_117,Retail,Asia,2025,1302.8,15.2,3484.7,73,46,94.8,78.3,114351.5,57175.8,228703.1,,10.8
Company_118,Retail,Asia,2015,870.9,4.1,820.5,65.7,84.6,53.3,59.2,52909.8,26454.9,105819.7,,4.33
Company_118,Retail,Asia,2016,879.6,3.9,443.9,67.4,89.4,53.7,59.2,50513.9,25257,101027.8,,1
Company_118,Retail,Asia,2017,938.7,1.8,311.5,66.9,89.8,55.2,55.8,53669,26834.5,107337.9,,6.7
Company_118,Retail,Asia,2018,928,4.2,486.1,68.6,90.6,57.2,58,52480.6,26240.3,104961.1,,-1.1
Company_118,Retail,Asia,2019,1010.6,4.4,527.9,68.9,89.3,62.1,55.4,58085.4,29042.7,116170.7,,8.9
Company_118,Retail,Asia,2020,992.9,3.1,424.7,69.4,89.8,64.5,53.9,56749.9,28374.9,113499.8,,-1.8
Company_118,Retail,Asia,2021,1017.2,2.5,335.4,69.8,90.3,64,55,57766.9,28883.4,115533.8,,2.4
Company_118,Retail,Asia,2022,930.4,2.9,667.8,71.1,91.1,67.3,55,52309.5,26154.8,104619,,-8.5
Company_118,Retail,Asia,2023,946.2,2.5,498.6,69.3,91.7,65.4,50.7,52801.6,26400.8,105603.2,,1.7
Company_118,Retail,Asia,2024,968.6,0.6,125.6,68.2,87.6,66.4,50.5,56816.7,28408.4,113633.4,,2.4
Company_118,Retail,Asia,2025,1054.9,1.9,419.7,68.1,85.7,66.6,52.1,63309.1,31654.5,126618.1,,8.9
Company_119,Consumer Goods,Middle East,2015,1239.6,12.5,3325,30.4,52.3,31.1,7.6,206749.4,258436.8,1033747.2,,4.33
Company_119,Consumer Goods,Middle East,2016,1450.2,12.8,3090.6,31.9,51.7,33,11,243052.9,303816.1,1215264.4,,17
Company_119,Consumer Goods,Middle East,2017,1326.9,12.2,2697.6,34,55,34.3,12.6,216284.7,270355.9,1081423.5,,-8.5
Company_119,Consumer Goods,Middle East,2018,1258,9.8,2484.2,34.4,53.6,35.2,14.3,207534.6,259418.3,1037673.1,,-5.2
Company_119,Consumer Goods,Middle East,2019,1266.1,11.1,1453.5,35.7,53.2,35,18.9,209613.2,262016.5,1048065.9,,0.6
Company_119,Consumer Goods,Middle East,2020,1403.2,10.4,3322.8,35.4,54.3,35,17.1,230096,287620,1150480.1,,10.8
Company_119,Consumer Goods,Middle East,2021,1231.7,9.4,2781.2,36.4,57.1,36.5,15.5,197155.5,246444.4,985777.4,,-12.2
Company_119,Consumer Goods,Middle East,2022,1148.9,11,1874.9,38.1,59.1,38.3,16.8,180693.4,225866.7,903466.8,,-6.7
Company_119,Consumer Goods,Middle East,2023,989.2,9.2,2070.1,38.9,60,39.2,17.5,154267,192833.8,771335.2,,-13.9
Company_119,Consumer Goods,Middle East,2024,1050.8,9.6,1839.4,39.6,61.7,39.8,17.5,161493.1,201866.3,807465.3,,6.2
Company_119,Consumer Goods,Middle East,2025,1091.5,10.5,2519.7,42.2,63.2,43.8,19.7,165395.4,206744.3,826977.2,,3.9
Company_120,Consumer Goods,Asia,2015,1444.8,7.4,1524.4,53.1,45.2,28.5,85.6,255309.4,319136.8,1276547.2,,4.33
Company_120,Consumer Goods,Asia,2016,1438.1,8.2,2782.8,53.9,46.7,27.5,87.5,251164.4,313955.5,1255822,,-0.5
Company_120,Consumer Goods,Asia,2017,1589.4,7.6,1460.5,55.8,49.6,30.6,87.2,271054.2,338817.8,1355271.2,,10.5
Company_120,Consumer Goods,Asia,2018,1582.7,6,1584,57.1,54.3,30.8,86.3,259474.5,324343.1,1297372.5,,-0.4
Company_120,Consumer Goods,Asia,2019,1781.5,6.3,1814.8,59.4,58.7,30,89.6,281043.9,351304.9,1405219.5,,12.6
Company_120,Consumer Goods,Asia,2020,1941.3,4.5,1702,59.4,60.2,30.6,87.4,302178,377722.5,1510889.9,,9
Company_120,Consumer Goods,Asia,2021,2306.5,4.7,1827.9,58.9,59.4,29.5,87.7,361804.5,452255.6,1809022.6,,18.8
Company_120,Consumer Goods,Asia,2022,2575.9,2.1,1164.2,57.7,59.8,25.7,87.5,402677.1,503346.4,2013385.7,,11.7
Company_120,Consumer Goods,Asia,2023,3045.9,1.3,735.2,58.7,61.9,26.8,87.4,467179.8,583974.8,2335899.2,,18.2
Company_120,Consumer Goods,Asia,2024,3533.4,3,1482.9,57.9,62.4,25.5,85.8,539549.7,674437.1,2697748.4,,16
Company_120,Consumer Goods,Asia,2025,3631.9,7.1,5362,58.7,64,27.4,84.9,546351,682938.8,2731755.1,,2.8
Company_121,Retail,Oceania,2015,724.8,3.7,384.4,48.2,28.2,78.4,38,72640,36320,145280,,4.33
Company_121,Retail,Oceania,2016,780.5,0.9,146.8,47.4,27.1,78.7,36.3,78872.4,39436.2,157744.7,,7.7
Company_121,Retail,Oceania,2017,845.6,-1.1,2509.9,47.6,27.5,80.1,35.3,85213.1,42606.5,170426.1,,8.3
Company_121,Retail,Oceania,2018,673.3,0.1,10,49.4,26.5,85.1,36.8,68311.8,34155.9,136623.5,,-20.4
Company_121,Retail,Oceania,2019,688.8,2.2,202.8,49.7,31.2,84.4,33.6,67623.7,33811.8,135247.3,,2.3
Company_121,Retail,Oceania,2020,673.4,3,368,49.2,30.3,83.8,33.5,66526,33263,133052,,-2.2
Company_121,Retail,Oceania,2021,750.4,1.2,143.1,50,30.6,83.7,35.8,73983,36991.5,147966,,11.4
Company_121,Retail,Oceania,2022,760.8,0.8,132.7,49.9,32.9,81.1,35.6,73768.1,36884.1,147536.2,,1.4
Company_121,Retail,Oceania,2023,804.3,1.6,270.4,52.2,36.9,84.6,35.2,75737.4,37868.7,151474.9,,5.7
Company_121,Retail,Oceania,2024,750.6,0.6,87.6,53.5,38.5,85,37,69835.8,34917.9,139671.6,,-6.7
Company_121,Retail,Oceania,2025,763.9,0.1,17.5,55.9,42.3,88.8,36.8,69071.1,34535.6,138142.2,,1.8
Company_122,Energy,Europe,2015,2866.6,-3.4,11179.1,58.1,43.6,71,59.7,2565066,769519.8,25650659.7,,4.33
Company_122,Energy,Europe,2016,3390.3,-0.9,3942.1,58.1,40.7,73.5,60,3102149.9,930645,31021498.5,,18.3
Company_122,Energy,Europe,2017,4033,-2.3,12728.7,56.4,42.4,71.4,55.5,3642633,1092789.9,36426330.3,,19
Company_122,Energy,Europe,2018,4505.2,-3.4,3727.8,55.7,41.4,71.6,54.2,4099257.7,1229777.3,40992576.7,,11.7
Company_122,Energy,Europe,2019,5134.9,-4.4,11248.9,56.9,42.8,75.3,52.6,4622659.2,1386797.8,46226591.7,,14
Company_122,Energy,Europe,2020,6002.9,-4.2,25458.1,57.3,45.2,74.2,52.6,5303697.3,1591109.2,53036973.4,,16.9
Company_122,Energy,Europe,2021,6051.9,-4.8,20111.6,58.3,46.2,75.5,53.2,5307090.9,1592127.3,53070908.5,,0.8
Company_122,Energy,Europe,2022,7275,-0.9,32772.5,59.1,47.1,74.6,55.6,6329472.8,1898841.9,63294728.4,,20.2
Company_122,Energy,Europe,2023,7273.7,0.3,327.7,60.5,50.7,75,55.7,6147274.8,1844182.4,61472748.3,,0
Company_122,Energy,Europe,2024,8511.4,2.4,1730.5,60.5,49.4,75.9,56.2,7268214.4,2180464.3,72682143.7,,17
Company_122,Energy,Europe,2025,9315.1,-2,17532.6,60,50.1,76.1,53.7,7913244.5,2373973.4,79132445.1,,9.4
Company_123,Technology,Middle East,2015,15817.3,22,66987,55.3,97.5,16.9,51.5,409269.7,245561.8,818539.5,,4.33
Company_123,Technology,Middle East,2016,20789.3,21.2,96217.2,55.8,96.2,20.3,50.9,547445.1,328467.1,1094890.3,,31.4
Company_123,Technology,Middle East,2017,26072,21.1,114793.1,58.5,99.9,20,55.5,652326.6,391396,1304653.2,,25.4
Company_123,Technology,Middle East,2018,35114.9,20.8,148859.6,59.5,99.8,21.1,57.5,880485.7,528291.4,1760971.4,,34.7
Company_123,Technology,Middle East,2019,43645.9,15.7,217794.6,58.6,98.3,19.2,58.2,1117702.3,670621.4,2235404.7,,24.3
Company_123,Technology,Middle East,2020,50915.7,14.8,225078.7,59.5,100,16.8,61.6,1272891.4,763734.8,2545782.8,,16.7
Company_123,Technology,Middle East,2021,62834.2,13,261647,61.3,100,18.2,65.8,1570854,942512.4,3141708.1,,23.4
Company_123,Technology,Middle East,2022,78027,15.6,404011.2,63.5,100,23.8,66.7,1950674.7,1170404.8,3901349.3,,24.2
Company_123,Technology,Middle East,2023,98554.3,16.9,290926.9,63.3,100,27.1,62.8,2463856.4,1478313.8,4927712.8,,26.3
Company_123,Technology,Middle East,2024,108393.6,18.6,524589.4,64.6,100,29.3,64.5,2709839.3,1625903.6,5419678.7,,10
Company_123,Technology,Middle East,2025,137883,22.7,821387,64.1,100,30.3,61.9,3447075.5,2068245.3,6894151.1,,27.2
Company_124,Manufacturing,Africa,2015,980.5,4.9,390.6,32.4,48.6,34.7,13.8,253004.4,337339.3,4216740.8,,4.33
Company_124,Manufacturing,Africa,2016,1025.4,5,593.5,34.5,50.2,36.3,17.1,261080,348106.7,4351334,,4.6
Company_124,Manufacturing,Africa,2017,1178.3,3.7,822,36.3,51,36.2,21.6,298046.3,397395.1,4967438.5,,14.9
Company_124,Manufacturing,Africa,2018,1207.8,5.4,796.9,36.6,52.5,37.4,19.9,301574.2,402098.9,5026236.4,,2.5
Company_124,Manufacturing,Africa,2019,1271.8,7,1195.8,37,51.2,36.9,22.8,321043.3,428057.7,5350721.8,,5.3
Company_124,Manufacturing,Africa,2020,1270.4,9.9,1306,37.2,52,36.7,22.9,318524,424698.7,5308733.4,,-0.1
Company_124,Manufacturing,Africa,2021,1368.5,9.5,2715,37.2,52.9,37.5,21.2,340646,454194.7,5677433.7,,7.7
Company_124,Manufacturing,Africa,2022,1407.1,9.2,1124.6,38.2,53.7,41.2,19.8,347808.7,463744.9,5796811.8,,2.8
Company_124,Manufacturing,Africa,2023,1263.2,10.7,1691.3,39.1,55.4,44.6,17.2,307741.5,410322,5129024.6,,-10.2
Company_124,Manufacturing,Africa,2024,1288.9,16.6,2904.2,40.2,59.7,44.2,16.8,302298.3,403064.4,5038304.4,,2
Company_124,Manufacturing,Africa,2025,1321.9,13.8,1496.6,40.2,57.3,43.7,19.5,316721.8,422295.7,5278695.8,,2.6
Company_125,Finance,Middle East,2015,3747.8,18.5,13486.7,39,93.4,20.3,3.3,40956.8,20478.4,102392.1,,4.33
Company_125,Finance,Middle East,2016,4136.3,15.5,9230.3,39,93.3,19.9,3.8,45267.9,22634,113169.8,,10.4
Company_125,Finance,Middle East,2017,3719.1,14.1,8781.4,39.5,94.1,22.7,1.7,40240.2,20120.1,100600.4,,-10.1
Company_125,Finance,Middle East,2018,3984.1,10.8,7397.1,40,94.9,23.7,1.3,42703.6,21351.8,106758.9,,7.1
Company_125,Finance,Middle East,2019,3443,8.8,3678.2,40.3,95.8,25,0,36432.3,18216.1,91080.7,,-13.6
Company_125,Finance,Middle East,2020,3908.3,5.4,3888.1,40.5,97.6,24.1,0,40422.3,20211.1,101055.7,,13.5
Company_125,Finance,Middle East,2021,3888.1,4,2535.3,40.4,98.2,22.9,0,39851.2,19925.6,99627.9,,-0.5
Company_125,Finance,Middle East,2022,4863.8,3.5,2515.2,39.8,96.7,22.6,0,50916.4,25458.2,127291,,25.1
Company_125,Finance,Middle East,2023,5145.4,4.1,2219,39.7,96.5,22.7,0,53983.9,26992,134959.8,,5.8
Company_125,Finance,Middle East,2024,6030.3,3.2,3021.8,41.7,100,25,0,60302.5,30151.3,150756.3,,17.2
Company_125,Finance,Middle East,2025,5626.2,-0.4,27749.7,41.9,99.8,24.6,1.3,56393.1,28196.6,140982.8,,-6.7
Company_126,Manufacturing,Oceania,2015,1608.3,3,953,42.3,16.7,65.7,44.5,522637.3,696849.7,8710621.7,,4.33
Company_126,Manufacturing,Oceania,2016,1672.1,1.1,387.2,41.7,16.3,64.7,44.2,544844.8,726459.8,9080747.4,,4
Company_126,Manufacturing,Oceania,2017,2019,1.4,502.3,42.2,18.3,61.7,46.7,649115.2,865487,10818587.2,,20.7
Company_126,Manufacturing,Oceania,2018,2406.7,3.5,1698.8,43.3,20.1,58.9,50.9,764949.8,1019933.1,12749163.4,,19.2
Company_126,Manufacturing,Oceania,2019,2899.5,4.7,1105.6,44.5,23.2,59.2,51.1,902372.8,1203163.8,15039547.1,,20.5
Company_126,Manufacturing,Oceania,2020,2890.7,4,1214.1,42.7,22.2,57,48.7,905661.1,1207548.1,15094351.6,,-0.3
Company_126,Manufacturing,Oceania,2021,3309.7,2.6,738.7,42.8,22.3,56.7,49.4,1036218.7,1381624.9,17270311.1,,14.5
Company_126,Manufacturing,Oceania,2022,3279.2,-1.1,12804.5,43.9,24.1,58.2,49.5,1014799.6,1353066.1,16913326.8,,-0.9
Company_126,Manufacturing,Oceania,2023,3463.9,3.8,2487,45.1,23.9,60.4,51,1073057.7,1430743.6,17884294.7,,5.6
Company_126,Manufacturing,Oceania,2024,3821.9,7.2,5207.2,46.2,24.5,61.1,53.1,1179338.9,1572451.9,19655648.2,,10.3
Company_126,Manufacturing,Oceania,2025,4331.6,5.1,4147.4,47,25.6,61.3,54.3,1326961.2,1769281.6,22116020.1,,13.3
Company_127,Consumer Goods,Asia,2015,2028.2,12.4,5855,57.9,63.2,42.4,67.9,307219.7,384024.6,1536098.4,,4.33
Company_127,Consumer Goods,Asia,2016,2161.3,12.1,5084.1,59.3,64.2,43.2,70.6,324525.5,405656.9,1622627.6,,6.6
Company_127,Consumer Goods,Asia,2017,2065.5,11.5,4617.9,61.6,67.8,43.6,73.5,299532.2,374415.3,1497661.1,,-4.4
Company_127,Consumer Goods,Asia,2018,2111.3,10.5,2213.2,61.6,67.7,44.8,72.4,306697.8,383372.2,1533488.8,,2.2
Company_127,Consumer Goods,Asia,2019,2089,6.4,2669.3,61.7,71.1,41.1,72.8,293394.5,366743.1,1466972.3,,-1.1
Company_127,Consumer Goods,Asia,2020,2163.3,6,3039.2,61.6,70.7,42.3,71.7,305173.3,381466.6,1525866.5,,3.6
Company_127,Consumer Goods,Asia,2021,2566.7,8,4483,60.5,73.3,37.5,70.6,352681.5,440851.9,1763407.7,,18.6
Company_127,Consumer Goods,Asia,2022,2492,8.9,5303.8,60.9,75.6,37.1,70,334483.6,418104.5,1672417.8,,-2.9
Company_127,Consumer Goods,Asia,2023,2760.7,10.4,2882.1,61,75.8,37.5,69.7,369730.1,462162.7,1848650.7,,10.8
Company_127,Consumer Goods,Asia,2024,3085.4,8.2,4696.9,60.3,74.4,37.1,69.4,419239.2,524049,2096195.9,,11.8
Company_127,Consumer Goods,Asia,2025,3575.1,8.2,3317.3,59.8,73.6,36.9,68.9,489858.8,612323.5,2449293.8,,15.9
Company_128,Utilities,Africa,2015,424.4,7.3,368,29.9,46.1,30.7,13,297762.5,186101.6,2977625.1,,4.33
Company_128,Utilities,Africa,2016,437,6.9,401.1,29.7,46.3,30.6,12.2,306345,191465.6,3063449.9,,3
Company_128,Utilities,Africa,2017,512.2,4.8,223.4,30.9,46.9,33.3,12.6,357068.1,223167.6,3570680.9,,17.2
Company_128,Utilities,Africa,2018,569.7,3.8,171.5,30.7,47.1,31.9,13.2,396779.6,247987.3,3967796.4,,11.2
Company_128,Utilities,Africa,2019,662.4,1.1,75.1,31.6,49.1,31.2,14.5,453769.7,283606.1,4537696.8,,16.3
Company_128,Utilities,Africa,2020,680,2.8,163,31.4,47.5,33.2,13.5,472014,295008.8,4720140.4,,2.7
Company_128,Utilities,Africa,2021,752.9,2.9,238.5,33.2,48.2,35.9,15.5,519632,324770,5196319.7,,10.7
Company_128,Utilities,Africa,2022,762.2,2.3,214.1,33.9,50.2,39.2,12.3,517641,323525.6,5176409.9,,1.2
Company_128,Utilities,Africa,2023,748.9,2.1,211.2,34.9,47.8,43.9,12.8,518401,324000.6,5184010,,-1.8
Company_128,Utilities,Africa,2024,654.3,3.9,303.3,35.8,47.3,44.6,15.4,454810.9,284256.8,4548109.3,,-12.6
Company_128,Utilities,Africa,2025,713.5,3.3,277.9,36.6,49.4,42.7,17.9,487747.3,304842,4877472.5,,9
Company_129,Healthcare,Africa,2015,1436,13.9,4955.6,44.4,58.2,17,58.1,113784.6,113784.6,227569.3,,4.33
Company_129,Healthcare,Africa,2016,1716.3,16.4,6752,43.1,55.5,16,57.8,139220.3,139220.3,278440.7,,19.5
Company_129,Healthcare,Africa,2017,1540.6,13.6,5123.2,44.1,56,18.4,57.8,124469.2,124469.2,248938.3,,-10.2
Company_129,Healthcare,Africa,2018,1644.7,10.3,1751.5,45.7,57.9,21.9,57.2,130688,130688,261376,,6.8
Company_129,Healthcare,Africa,2019,1747.7,12.5,4024.7,47.5,56,24.3,62.1,141171.5,141171.5,282343,,6.3
Company_129,Healthcare,Africa,2020,1712.2,10.4,2147.7,48.7,57.7,26.9,61.6,136263,136263,272526,,-2
Company_129,Healthcare,Africa,2021,1739.9,11.3,3922.9,48.4,59.9,24.3,60.9,135862.1,135862.1,271724.1,,1.6
Company_129,Healthcare,Africa,2022,1940.4,10.2,4218,47.5,59.6,21.4,61.4,151850.5,151850.5,303701,,11.5
Company_129,Healthcare,Africa,2023,2037.5,7.8,3530.8,49.6,62.5,24.7,61.6,155408.7,155408.7,310817.3,,5
Company_129,Healthcare,Africa,2024,2248.7,9.6,3301,50.9,68,23,61.8,162876.6,162876.6,325753.3,,10.4
Company_129,Healthcare,Africa,2025,2423.2,15.3,5235.5,50.5,67.5,22.4,61.6,176313,176313,352626,,7.8
Company_130,Manufacturing,Asia,2015,2174.8,14.1,2890.7,27.8,6.1,30.2,47,754971.4,1006628.6,12582857.2,,4.33
Company_130,Manufacturing,Asia,2016,2002.1,17.9,7066.6,28.4,7.3,27.2,50.6,689927.5,919903.3,11498791.4,,-7.9
Company_130,Manufacturing,Asia,2017,2107.8,21,5871,28.3,7.3,27.1,50.6,726713.3,968951.1,12111888.2,,5.3
Company_130,Manufacturing,Asia,2018,2026.7,23.7,5084,27.1,9,23.8,48.5,691296.9,921729.3,11521615.6,,-3.8
Company_130,Manufacturing,Asia,2019,2295,23.9,8633,27.8,10.1,26.7,46.5,777361.9,1036482.5,12956031.2,,13.2
Company_130,Manufacturing,Asia,2020,2728.5,26.6,6411.8,29.3,12.1,28.8,46.9,913017.7,1217356.9,15216961.2,,18.9
Company_130,Manufacturing,Asia,2021,2765.6,27.9,8064.2,31.5,14.6,31.2,48.9,911097.1,1214796.2,15184952.3,,1.4
Company_130,Manufacturing,Asia,2022,2465,30.7,11266.8,33.9,15.7,32.8,53.2,806185.9,1074914.6,13436432.1,,-10.9
Company_130,Manufacturing,Asia,2023,2292,29.5,9817.5,33.5,16.1,31.8,52.5,747602.7,996803.6,12460045.4,,-7
Company_130,Manufacturing,Asia,2024,1876.4,25.3,9445.1,32.7,16.6,29.9,51.6,609910.1,813213.5,10165168.2,,-18.1
Company_130,Manufacturing,Asia,2025,1816.2,22.9,3717.2,33.6,17.8,29.6,53.3,585823.8,781098.4,9763729.6,,-3.2
Company_131,Finance,Latin America,2015,23779.2,19.5,80256.6,69.4,86.3,88.1,33.7,283407.1,141703.5,708517.7,,4.33
Company_131,Finance,Latin America,2016,26384.3,19.3,77916,69.9,86.5,86.6,36.6,313588.3,156794.1,783970.7,,11
Company_131,Finance,Latin America,2017,29584,17.9,80799.7,71.2,85.5,90.3,37.7,355977.8,177988.9,889944.6,,12.1
Company_131,Finance,Latin America,2018,30349.2,17.2,59874.4,71.9,83.7,92.3,39.7,372701.2,186350.6,931752.9,,2.6
Company_131,Finance,Latin America,2019,30223.5,16.7,41046.2,70.3,80.9,89.8,40.2,382861.2,191430.6,957153.1,,-0.4
Company_131,Finance,Latin America,2020,31598.1,17.7,77522.1,70.3,81.3,88.6,41.1,398520.6,199260.3,996301.4,,4.5
Company_131,Finance,Latin America,2021,33591.5,17.4,87917.7,70.7,84.7,86.1,41.1,407638.9,203819.4,1019097.2,,6.3
Company_131,Finance,Latin America,2022,35455.9,18.5,66175.7,72.8,85.8,88.2,44.6,425234.7,212617.3,1063086.7,,5.6
Company_131,Finance,Latin America,2023,33810,21.2,84446.1,72.4,84.7,90,42.5,410672.9,205336.5,1026682.3,,-4.6
Company_131,Finance,Latin America,2024,33969.1,22.1,72817.6,72.4,85.5,87.9,43.8,408478.3,204239.2,1021195.8,,0.5
Company_131,Finance,Latin America,2025,36281.3,23.4,79537.4,72.7,86.7,88.5,42.8,430156.9,215078.4,1075392.1,,6.8
Company_132,Consumer Goods,Oceania,2015,973,6.1,1457,60.8,73.7,66.8,42.1,133171.9,166464.9,665859.7,,4.33
Company_132,Consumer Goods,Oceania,2016,1027.8,5.8,990.1,60.2,73,65,42.5,141575.5,176969.3,707877.3,,5.6
Company_132,Consumer Goods,Oceania,2017,919.8,6.5,976,60,73.3,63.1,43.5,126361.7,157952.1,631808.3,,-10.5
Company_132,Consumer Goods,Oceania,2018,902,8.1,1407.9,58.9,73.8,62.8,40.2,123251.9,154064.9,616259.5,,-1.9
Company_132,Consumer Goods,Oceania,2019,986.9,8.8,1569.5,60,76.3,62.1,41.5,131396.7,164245.9,656983.6,,9.4
Company_132,Consumer Goods,Oceania,2020,1029,5.2,1122.6,62.5,81.3,67.2,39.2,129864.2,162330.2,649320.8,,4.3
Company_132,Consumer Goods,Oceania,2021,1050.2,2.5,331.5,65,82.6,71.2,41.1,130552.6,163190.8,652763.1,,2.1
Company_132,Consumer Goods,Oceania,2022,879.1,3.4,475.4,65.3,81.2,71,43.6,111013.7,138767.2,555068.6,,-16.3
Company_132,Consumer Goods,Oceania,2023,905.2,7.1,1538.4,66,83.1,69,45.8,111959.1,139948.8,559795.4,,3
Company_132,Consumer Goods,Oceania,2024,757.8,11.1,1544.9,66.7,86.4,69.6,44.1,90232.2,112790.2,451160.8,,-16.3
Company_132,Consumer Goods,Oceania,2025,749.5,10.9,834.2,65.3,86,68,41.7,89628.4,112035.5,448141.8,,-1.1
Company_133,Consumer Goods,Europe,2015,565,6.4,432.1,64.6,27.1,79.7,87,114135,142668.7,570674.9,,4.33
Company_133,Consumer Goods,Europe,2016,653.9,5,688.3,66.3,27.7,82.6,88.7,131597.8,164497.3,657989.2,,15.7
Company_133,Consumer Goods,Europe,2017,781,2.2,263.3,66.3,31,81.5,86.3,153576.9,191971.2,767884.7,,19.4
Company_133,Consumer Goods,Europe,2018,816.8,3,497.7,65.9,31.3,77.5,88.9,160245.8,200307.2,801228.8,,4.6
Company_133,Consumer Goods,Europe,2019,830.9,2.8,393.7,67,31.3,80.6,89.2,162962.5,203703.2,814812.6,,1.7
Company_133,Consumer Goods,Europe,2020,880.5,1.9,317.4,68.5,32.3,83.6,89.7,171543.5,214429.4,857717.7,,6
Company_133,Consumer Goods,Europe,2021,829.6,3.6,526.4,69.5,32.1,84.6,91.7,161792.1,202240.1,808960.5,,-5.8
Company_133,Consumer Goods,Europe,2022,892.5,5.4,1079,70.4,30.2,88.8,92.4,176459.6,220574.4,882297.8,,7.6
Company_133,Consumer Goods,Europe,2023,879.7,3.2,568.7,71.3,31.9,89.6,92.5,171865.2,214831.6,859326.2,,-1.4
Company_133,Consumer Goods,Europe,2024,843,2.7,365.8,70.4,32.6,87.2,91.5,163875,204843.8,819375.2,,-4.2
Company_133,Consumer Goods,Europe,2025,840.5,-0.1,4160.2,71.7,34.2,89.6,91.4,161448.2,201810.2,807240.9,,-0.3
Company_134,Healthcare,Asia,2015,3692,13.9,9656.7,62.4,70.4,56.6,60.1,260986.8,260986.8,521973.6,,4.33
Company_134,Healthcare,Asia,2016,4038.5,11.9,11635.3,62.2,70,55.4,61,286655.3,286655.3,573310.5,,9.4
Company_134,Healthcare,Asia,2017,4220.3,14.7,14173.2,63,73.8,53.7,61.5,288443,288443,576885.9,,4.5
Company_134,Healthcare,Asia,2018,4937.8,11.5,10909.1,65.8,78.7,54.9,63.7,320455.1,320455.1,640910.1,,17
Company_134,Healthcare,Asia,2019,5553.1,15,11450.2,67.3,80.6,56.7,64.8,353130.7,353130.7,706261.4,,12.5
Company_134,Healthcare,Asia,2020,6629.2,13.7,18914.7,67.6,81.8,55.9,65.2,415804,415804,831607.9,,19.4
Company_134,Healthcare,Asia,2021,7335,14.3,15887.2,67.3,80.9,56.5,64.6,464879.2,464879.2,929758.4,,10.6
